Index,Review,Prof Rating,Course Rating,Overall Rating,Course Name
153,"His voice is SO SOOTHING!!! I absolute hate comp273, more than anything. But the only thing that I took from it is that Paul Kry is an awesome professor and I wish I was more interested in the material to really appreciate him. Lovely lovely prof who always want to help you succeed",4,1,3,Comp 273
154,"Has the voice of a voice actor. Passionate about the topics, I enjoyed his inverted classrooms and the coding practices. Assignments are reasonable, tests are multiple choices and fairly easy (compared to other classes)",4,4,4,Comp 273
155,"The lecture is clear. The assignments are long and time consuming. The exams focus on the contents taught in the lectures, so attending classes or going through all the recordings are recommended. Overall nice professor with clear lectures.",4,3,3,Comp 310
156,"I heard a lot of bad things about this class before taking it. But i ended up enjoying it very much. This class does require tons of work, but prof explains the material clearly! Learned a lot by taking this class. Just make sure you have enough time to focus on reviewing for the exams and doing assignments.",3,2,3,Comp 310
157,"The lectures do not prepare you for the assignments. Assignments require high comfort level of C, which is not taught. The slides have countless typos, are generally confusing, and are just not enough to answer certain exam questions.",1,0,1,Comp 310
158,"Assignments are really heavy and take a long time. Lectures are a bit boring but I think he realized the weight of the tasks and made 1 assignment and 1 midterm optional(this helped a lot). Note: I think the exams were heavy on memorizing everything, not that much creative application.",2,1,2,Comp 310
159,Lectures are quite useless for the exams and assignments. This class has some important and interesting material but I did not enjoy this class at all.,1,1,1,Comp 310
160,This course was death,-1,0,0,Comp 310
161,"Ridiculous Assignments. ""It's normal you don't know how to do it"" -Mahesh",1,1,1,Comp 310
162,"Do not take this course unless you have a strong background in C and are willing to spend dozens of hours debugging your assignment with little to no guidance. The course covers a lot of interesting topics, but the lectures are only meant to explain these topics conceptually. Exams are unreasonably difficult and assignments are unreasonably long.",1,1,1,Comp 310
163,Learned a lot. Never showed up to class because it was online and recorded. The three midterms were the only reason I stayed caught up to date on lectures. Had a couple hard questions on midterms but he curved to account for it. Assignments take a lot of work but taught me lots of useful C skills.,2,3,2,Comp 310
164,"He gives too much work, too many exams, the exams are too hard. He doesn't realize how much work he really gives.",1,0,1,Comp 310
165,"The exams are unfairly hard that we get tested on things that have barely been covered in class, the instruction of assignments was unclear and questions to course materials remain unanswered for weeks from TA and prof. My only suggestion is DO NOT TAKE ANY COURSE WITH THIS PROF",0,0,0,Comp 310
166,"Hard and long assignments, easy exams. I've taken 310 and 202 with him. His assignments are hard and take a while, but he is such an incredible teacher that it makes up for it. He is always so accessible outside of class, even with the TA strike and big class, he answered questions within hours. Love him, when I see his name I take the class.",4,3,3,Comp 310
167,"A absolute gem of a prof. I went in blind, not knowing what to expect, having never had him, and I came out truly inspired by the work and effort he put in the class. He is truly one of the greatest prof I've had and sadly the word limit on the review prevent me from describing all his iconic moments. but trust if u have the chance to have him, do",4,-1,3,comp 310
168,Great professor! Really cares about his students and wants to make the class the best possible experience for everyone taking it,4,-1,3,Comp 310
169,Easily one of the best CS prof I have in McGill. His assignment might be too hard for 200 level but for a 300 level course he is amazing. The most caring prof I ever seen (answer question in 2am),4,-1,3,Comp 310
170,"This professor cares about the subject and his priority is his students' learning. He is very active and does everything in his power to make the course fun and interesting! I only took this course because I saw it was taught by Jonathan and have no regrets. Would recommend taking any courses he teaches, and recommend participating in the course!",4,-1,4,Comp 310
